11:25:06,11:25:51,SymbolsJewishMenorah
11:25:51,11:26:54,JewishCoffins
11:28:25,11:29:31,ClayAmphorae
11:29:31,11:30:22,ColumnNearCoffins
11:30:22,11:31:29,DuckBoxIvories
11:33:32,11:33:33,ClayAmphorae
11:34:08,11:34:11,ClayAmphorae
11:35:19,11:35:44,DuckBoxIvories
11:35:56,11:36:58,ShipBack
11:36:58,11:37:14,EntranceGallileeRebellion
11:37:52,11:39:02,ShipBack
11:39:02,11:39:17,ShipEntrance
11:39:17,11:40:27,ShipBack
11:40:27,11:41:13,ShipFront
11:41:25,11:42:07,Pottery
11:43:09,11:43:54,ShipBack
11:46:00,11:46:09,ShipFront

presentations 
11:25:51,11:26:54,JewishCoffins,170,System
11:28:25,11:29:31,ClayAmphorae,166,User
11:30:22,11:31:29,DuckBoxIvories,151,System
11:35:56,11:36:58,ShipBack,52,System
11:37:52,11:39:02,ShipBack,75,System
11:39:17,11:40:27,ShipBack,68,System
11:41:25,11:42:07,Pottery,82,System

events 
