12:30:37,12:31:30,SymbolsJewishMenorah
12:31:30,12:31:33,EntranceReubenHecht
12:32:33,12:34:59,EntranceReubenHecht
12:35:06,12:36:27,SymbolsJewishMenorah
12:36:32,12:36:33,EntranceReubenHecht
12:36:48,12:36:50,SymbolsJewishMenorah
12:37:35,12:37:35,SymbolsJewishMenorah
12:39:36,12:39:50,JerusalemPhoto
12:40:26,12:41:05,MaterialCultures
12:44:04,12:44:04,Phoenicians
12:46:48,12:47:27,BurialTradition2
12:49:04,12:49:36,PhoenicianWriting1
12:50:14,12:50:27,ReligionAndCult
12:51:07,12:51:27,CraftsAndArts
12:52:13,12:52:16,ImportedPottery
12:52:37,12:52:37,GlassOvenVessels
12:53:13,12:53:23,EverydayPottery
12:54:07,12:54:16,WoodenTools
12:54:30,12:54:31,PhoenicianWriting1
12:59:33,13:00:07,GlassOvenVessels
13:00:44,13:01:22,MosaicfromSynagogue
13:02:08,13:02:17,BronzeTools
13:04:41,13:05:11,BronzeTools
13:05:35,13:05:55,BronzeTools
13:06:38,13:06:39,BronzeTools
13:10:51,13:11:17,StoneVesselsBowl
13:13:16,13:13:25,ShipEntrance
13:13:29,13:13:52,ShipFront
13:14:07,13:14:36,ShipBack
13:15:45,13:15:48,ShipFront
13:15:53,13:16:21,ShipBigScreen
13:16:30,13:16:33,ShipFront
13:16:59,13:17:02,ShipFront
13:18:33,13:19:41,Pottery
13:19:45,13:20:12,MaritimeArcheology
13:20:17,13:21:11,CarpenterTools
13:22:51,13:22:52,ShipEntrance
13:27:09,13:27:14,StairsToBathroom
13:30:20,13:30:23,EntranceGallileeRebellion
13:31:06,13:31:06,CanaaniteStelae
13:32:14,13:32:41,ClayAmphorae
13:36:22,13:37:07,ColumnNearCoffins
13:37:35,13:37:45,RomanDivinitiesStatuettes
13:38:10,13:38:17,RomanDivinitiesStatuettes
13:38:46,13:38:57,JewishCoffins
13:39:08,13:40:11,MenorahJewishEpigraphy
13:40:40,13:41:12,Anthropoids
13:41:20,13:41:20,DecoratedDoors
13:42:58,13:43:06,JewishCoffins
13:43:58,13:44:07,LeadCoffinMosaic

presentations 
12:30:37,12:31:25,SymbolsJewishMenorah,130,System
12:30:30,12:31:30,SymbolsJewishMenorah,131,User

events 
