10:40:06,10:41:34,SymbolsJewishMenorah
10:41:38,10:41:44,PersianCult
10:41:49,10:42:08,JerusalemPhoto
10:42:42,10:42:51,JerusalemPhoto
10:43:29,10:43:37,JerusalemPhoto
10:43:53,10:44:24,PersianCult
10:44:29,10:44:42,JerusalemPhoto
10:44:52,10:44:52,PersianCult
10:44:58,10:45:15,SymbolsJewishMenorah
10:45:23,10:45:26,PersianCult
10:45:37,10:46:01,JerusalemPhoto
10:46:11,10:46:32,PersianCult
10:47:04,10:47:20,PersianCult
10:47:30,10:47:31,JerusalemPhoto
10:47:42,10:47:59,MaterialCultures
10:48:03,10:48:06,Phoenicians
10:48:26,10:48:28,GlassOvenVessels
10:48:38,10:48:46,BronzeTools
10:49:02,10:49:06,MosaicfromSynagogue
10:49:10,10:49:49,GlassOvenVessels
10:50:02,10:50:14,Phoenicians
10:53:43,10:53:57,Phoenicians
10:54:11,10:54:17,MaterialCultures
10:54:23,10:54:28,JerusalemPhoto
10:54:41,10:54:53,MaterialCultures
10:55:16,10:55:27,AnimalModels
10:55:36,10:55:38,ClayAmphorae
10:55:49,10:55:50,IvoryWomanPhoenician
10:56:09,10:56:15,ClayAmphorae
10:56:21,10:56:22,AnimalModels
10:56:52,10:56:58,DuckBoxIvories
10:57:05,10:57:09,CanaaniteStelae
10:57:16,10:57:17,IvoryWomanPhoenician
10:57:40,10:57:43,DuckBoxIvories
10:57:49,10:57:49,CanaaniteStelae
10:57:53,10:58:20,DuckBoxIvories
10:58:41,10:58:42,EntranceGallileeRebellion
10:58:57,10:59:12,BronzeTools
10:59:21,10:59:21,StoneVesselsBowl
11:00:00,11:00:20,EntranceGallileeRebellion
11:00:29,11:00:30,BronzeTools
11:00:53,11:01:13,BronzeTools
11:01:29,11:01:29,EntranceGallileeRebellion
11:01:52,11:01:53,BronzeTools
11:02:29,11:02:30,EntranceGallileeRebellion
11:02:35,11:02:35,DuckBoxIvories
11:02:55,11:03:08,ChalcolitePeriod
11:03:14,11:03:37,MaterialCultures
11:04:15,11:05:09,ChalcolitePeriod
11:06:55,11:07:02,SevenSpecies
11:07:19,11:07:58,Jerusalem
11:08:28,11:08:28,SevenSpecies
11:08:36,11:08:56,Coins
11:09:27,11:09:28,Coins
11:11:31,11:11:31,Coins
11:15:00,11:15:02,Coins
11:15:10,11:15:13,SevenSpecies
11:15:19,11:15:19,Coins
11:20:08,11:20:13,Coins
11:20:29,11:20:29,SevenSpecies
11:21:25,11:21:54,MaterialCultures
11:21:59,11:22:01,Phoenicians
11:22:07,11:22:20,MaterialCultures
11:22:24,11:22:59,Phoenicians
11:23:12,11:23:24,GlassOvenVessels
11:23:48,11:23:51,WoodenTools
11:25:40,11:25:46,StairsToBathroom
11:26:09,11:26:12,StairsToBathroom
11:26:58,11:27:11,BronzeTools
11:28:01,11:28:02,SymbolsJewishMenorah

presentations 

events 
