11:50:06,11:50:41,MaterialCultures
11:50:41,11:50:51,EntranceGallileeRebellion
11:50:51,11:51:55,DuckBoxIvories
11:56:34,11:57:34,DuckBoxIvories
11:58:20,12:00:14,CanaaniteStelae
12:00:14,12:01:03,DuckBoxIvories
12:02:57,12:03:15,CanaaniteStelae
12:08:05,12:08:12,ClayAmphorae
12:13:42,12:14:13,ColumnNearCoffins
12:14:59,12:15:47,ColumnNearCoffins
12:19:15,12:20:09,Anthropoids
12:20:09,12:20:13,MenorahJewishEpigraphy
12:20:13,12:21:13,JewishCoffins
12:21:49,12:21:53,Anthropoids
12:22:07,12:22:55,JewishCoffins
12:22:55,12:23:34,Anthropoids
12:24:15,12:25:11,LeadCoffinMosaic
12:25:42,12:26:39,LeadCoffinMosaic
12:26:39,12:26:43,JewishCoffins
12:26:43,12:27:50,LeadCoffinMosaic
12:29:43,12:30:06,LeadCoffinMosaic
12:32:10,12:33:58,CraftsAndArts
12:33:58,12:34:10,MaterialCultures
12:34:10,12:34:53,ImportedPottery
12:34:56,12:35:58,BurialTradition2
12:36:44,12:37:31,CraftsAndArts
12:37:36,12:38:27,PhoenicianWriting1
12:39:14,12:40:23,PhoenicianWriting1
12:40:23,12:41:15,BurialTradition2
12:41:19,12:42:01,PhoenicianWriting1
12:42:01,12:42:37,EverydayPottery
12:43:07,12:44:00,PhoenicianWriting1
12:44:00,12:45:15,BronzeTools
12:45:17,12:46:24,MosaicfromSynagogue
12:47:12,12:47:15,Phoenicians
12:47:34,12:48:40,MosaicfromSynagogue
12:48:43,12:48:45,BronzeTools
12:48:51,12:49:49,MosaicfromSynagogue
12:49:56,12:50:55,GlassOvenVessels
12:51:25,12:52:37,GlassOvenVessels
12:52:37,12:52:44,MosaicfromSynagogue
12:52:44,12:55:18,GlassOvenVessels
13:03:32,13:03:39,PhoenicianWriting1
13:03:39,13:04:25,ShipBack
13:04:43,13:05:29,ShipFront
11:53:57,11:54:57,DuckBoxIvories
13:05:29,13:07:25,ShipEntrance
13:07:29,13:08:09,ShipFront
13:08:13,13:08:18,ShipBack
13:09:27,13:09:41,ShipFront
13:09:50,13:09:50,ShipBack
13:09:54,13:09:59,ShipFront
13:10:40,13:10:52,ShipEntrance
13:38:24,13:38:35,ChalcolitePeriod

presentations 
11:50:23,11:50:41,MaterialCultures,165,System
11:50:51,11:51:55,DuckBoxIvories,165,System
11:56:34,11:57:34,DuckBoxIvories,152,System
11:58:20,11:59:11,CanaaniteStelae,146,System
11:59:14,12:00:14,CanaaniteStelae,147,System
12:19:15,12:20:09,Anthropoids,181,System
12:20:13,12:21:13,JewishCoffins,182,System
12:22:07,12:22:55,JewishCoffins,172,System
12:24:15,12:25:11,LeadCoffinMosaic,149,System
12:25:42,12:26:39,LeadCoffinMosaic,197,System
12:26:43,12:27:50,LeadCoffinMosaic,195,System
12:32:10,12:33:14,CraftsAndArts,46,System
12:33:20,12:33:58,CraftsAndArts,50,System
12:34:10,12:34:53,ImportedPottery,40,System
12:34:56,12:35:58,BurialTradition2,39,System
12:37:36,12:38:27,PhoenicianWriting1,18,System
12:39:14,12:40:23,PhoenicianWriting1,94,System
12:42:01,12:42:37,EverydayPottery,12,System
12:44:00,12:45:15,BronzeTools,190,System
12:45:17,12:46:24,MosaicfromSynagogue,191,System
12:47:34,12:48:40,MosaicfromSynagogue,252,System
12:48:51,12:49:49,MosaicfromSynagogue,253,System
12:49:56,12:50:55,GlassOvenVessels,150,System
12:51:25,12:52:37,GlassOvenVessels,156,System
12:52:44,12:53:38,GlassOvenVessels,157,System
12:53:46,12:55:18,GlassOvenVessels,158,System
13:03:39,13:04:25,ShipBack,125,User
13:04:43,13:05:29,ShipFront,73,System
11:53:57,11:54:57,DuckBoxIvories,151,User

events 
