12:17:14,12:19:20,EntranceReubenHecht
12:19:24,12:20:20,SymbolsJewishMenorah
12:21:19,12:22:29,MaterialCultures
12:22:43,12:22:44,ChalcolitePeriod
12:33:49,12:34:49,ChalcolitePeriod
12:38:59,12:38:59,MaterialCultures

presentations 
12:33:49,12:34:49,ChalcolitePeriod,145,User

events 
