15:20:24,15:20:55,EntranceReubenHecht
15:20:55,15:21:33,SymbolsJewishMenorah
15:21:38,15:21:38,EntranceReubenHecht

presentations 
15:20:49,15:20:55,EntranceReubenHecht,129,User,5,-5
15:22:36,15:23:24,SymbolsJewishMenorah,130,System,4,-5

events 
