12:26:10,12:27:10,EntranceReubenHecht
12:27:10,12:27:22,SymbolsJewishMenorah
12:28:09,12:28:13,SymbolsJewishMenorah
12:28:13,12:29:11,EntranceReubenHecht
12:29:11,12:31:05,SymbolsJewishMenorah
12:31:05,12:31:09,PersianCult
12:31:09,12:31:55,SymbolsJewishMenorah
12:33:27,12:34:21,PersianCult
12:34:21,12:34:52,SymbolsJewishMenorah
12:37:12,12:38:13,JerusalemPhoto
12:38:13,12:41:12,PersianCult
12:41:12,12:42:09,LeadCoffinMosaic
12:42:09,12:42:19,JerusalemPhoto
12:43:16,12:43:51,JerusalemPhoto
12:44:01,12:44:18,MaterialCultures
12:44:28,12:45:15,ChalcolitePeriod
12:45:27,12:45:30,ColumnNearCoffins
12:45:36,12:45:36,LeadCoffinMosaic
12:46:02,12:46:06,LeadCoffinMosaic
12:46:33,12:46:46,ColumnNearCoffins
12:47:53,12:47:59,JewishCoffins
12:50:08,12:50:13,MenorahJewishEpigraphy
12:50:42,12:51:37,ShipFront
12:51:37,12:51:40,RomanDivinitiesStatuettes
12:51:40,12:52:07,ShipFront

presentations 
12:27:10,12:27:22,SymbolsJewishMenorah,130,User
12:28:09,12:28:13,SymbolsJewishMenorah,130,User
12:29:11,12:29:22,SymbolsJewishMenorah,130,User
12:29:31,12:30:17,SymbolsJewishMenorah,130,System
12:30:22,12:31:05,SymbolsJewishMenorah,131,System
12:31:09,12:31:55,SymbolsJewishMenorah,132,System
12:33:27,12:34:08,PersianCult,311,User
12:34:21,12:34:52,SymbolsJewishMenorah,311,User
12:37:12,12:38:13,JerusalemPhoto,137,System
12:41:12,12:42:09,LeadCoffinMosaic,198,System
12:50:42,12:51:37,ShipFront,56,System
12:51:40,12:52:07,ShipFront,57,System
12:34:59,12:35:59,SymbolsJewishMenorah,131,User

events 
