14:06:06,14:06:23,SymbolsJewishMenorah
14:06:35,14:06:39,PersianCult
14:07:03,14:07:37,PersianCult
14:07:37,14:09:16,JerusalemPhoto
14:09:17,14:09:29,PersianCult
14:09:29,14:10:28,JerusalemPhoto
14:10:55,14:11:59,MaterialCultures
14:12:23,14:13:46,BuildingMethodsAndFacilities
14:13:46,14:14:16,JerusalemPhoto
14:14:16,14:15:10,EverydayPottery
14:15:17,14:15:20,MaterialCultures
14:15:21,14:16:05,PhoenicianWriting1
14:16:17,14:16:21,MaterialCultures
14:17:05,14:18:04,BuildingMethodsAndFacilities
14:18:13,14:19:57,EverydayPottery
14:19:57,14:20:58,MaritimeCommerce
14:22:49,14:24:03,BronzeTools
14:26:49,14:27:45,ShipEntrance
14:28:02,14:29:01,BronzeTools
14:29:41,14:30:03,ShipFront
14:30:42,14:30:42,ShipEntrance
14:31:24,14:31:59,ShipEntrance
14:33:03,14:33:04,MaterialCultures
14:33:10,14:33:12,JerusalemPhoto

presentations 
14:07:37,14:09:16,JerusalemPhoto,315,System,5
14:09:29,14:10:28,JerusalemPhoto,137,System,5
14:10:55,14:11:59,MaterialCultures,165,System,5
14:12:23,14:13:46,BuildingMethodsAndFacilities,163,System,5
14:14:16,14:15:10,EverydayPottery,8,System,5
14:15:21,14:16:05,PhoenicianWriting1,9,System,5
14:17:05,14:18:04,BuildingMethodsAndFacilities,14,System,5
14:18:13,14:19:29,EverydayPottery,13,System,5
14:19:57,14:20:58,MaritimeCommerce,39,System,5
14:22:49,14:24:03,BronzeTools,156,System,5
14:26:49,14:27:45,ShipEntrance,162,User

events 
