13:50:13,13:50:37,EntranceReubenHecht
13:50:41,13:50:47,SymbolsJewishMenorah
13:50:47,13:51:49,JerusalemPhoto
13:51:58,13:52:23,SymbolsJewishMenorah
13:52:33,13:53:49,ChalcolitePeriod
13:54:00,13:54:06,MenorahJewishEpigraphy
13:54:14,13:54:14,MaterialCultures
13:54:36,13:54:42,JewishCoffins
13:54:42,13:56:03,LeadCoffinMosaic
13:56:03,13:56:20,JerusalemPhoto
13:56:28,13:57:31,LeadCoffinMosaic
13:57:31,13:57:33,ChalcolitePeriod
13:57:33,13:58:25,JewishCoffins
13:59:37,13:59:43,LeadCoffinMosaic
13:59:56,13:59:59,ColumnNearCoffins
14:00:05,14:00:06,LeadCoffinMosaic
14:00:21,14:01:57,JewishCoffins
14:02:13,14:02:16,LeadCoffinMosaic
14:02:28,14:02:28,JewishCoffins
14:03:52,14:04:08,MaterialCultures
14:04:11,14:05:04,CanaaniteStelae
14:05:16,14:05:25,JewishCoffins
14:05:39,14:06:39,DuckBoxIvories
14:06:39,14:06:44,ColumnNearCoffins
14:06:44,14:07:44,DuckBoxIvories
14:08:27,14:08:27,ClayAmphorae
14:08:41,14:08:50,CanaaniteStelae
14:09:12,14:09:17,IvoryWomanPhoenician
14:09:21,14:09:47,CanaaniteStelae
14:10:12,14:10:21,DuckBoxIvories
14:10:57,14:11:55,ShipFront
14:11:55,14:11:58,DuckBoxIvories
14:12:24,14:13:39,CarpenterTools
14:13:39,14:15:23,ShipEntrance
14:15:28,14:15:45,ShipFront
14:15:49,14:16:51,ShipBigScreen
14:16:55,14:16:59,ShipFront
14:17:16,14:17:34,Pottery
14:17:38,14:17:38,MaritimeArcheology
14:18:10,14:18:37,Pottery
14:21:43,14:21:52,WoodenTools
14:21:57,14:22:53,PhoenicianWriting1
14:23:28,14:23:29,CraftsAndArts
14:23:33,14:23:47,EverydayPottery
14:23:50,14:24:32,PhoenicianWriting1
14:24:35,14:24:54,BurialTradition2
14:24:59,14:25:06,PhoenicianWriting1
14:25:10,14:25:29,BurialTradition2
14:25:33,14:25:41,MaritimeCommerce
14:25:43,14:25:45,BuildingMethodsAndFacilities
14:25:54,14:26:00,CraftsAndArts
14:26:07,14:26:08,Phoenicians
14:27:50,14:27:50,BronzeTools
14:28:40,14:28:42,MaterialCultures
14:28:52,14:28:52,ChalcolitePeriod
14:41:09,14:41:11,PersianCult
14:41:46,14:41:46,MaterialCultures
14:41:58,14:42:00,GlassOvenVessels

presentations 
13:50:47,13:51:49,JerusalemPhoto,137,System
13:52:33,13:53:49,ChalcolitePeriod,165,System
13:54:42,13:56:03,LeadCoffinMosaic,145,System
13:56:28,13:57:31,LeadCoffinMosaic,196,System
13:57:33,13:58:25,JewishCoffins,197,System
14:00:21,14:01:08,JewishCoffins,185,System
14:04:11,14:05:04,CanaaniteStelae,146,System
14:05:39,14:06:39,DuckBoxIvories,151,System
14:06:44,14:07:44,DuckBoxIvories,152,System
14:10:57,14:11:55,ShipFront,52,System
14:12:24,14:13:39,CarpenterTools,56,System

events 
