12:47:17,12:47:17,ShipBack
12:48:06,12:48:07,ShipFront
12:48:39,12:49:00,Pottery
12:49:10,12:49:29,MaritimeArcheology
12:49:35,12:49:35,CarpenterTools
12:52:44,12:52:44,ColumnNearCoffins
12:52:56,12:55:52,JewishCoffins
12:56:35,12:56:46,JewishCoffins
12:58:55,12:58:57,MaritimeCommerce
12:59:27,12:59:27,MaterialCultures
13:00:38,13:00:38,MaterialCultures
13:06:22,13:06:35,ShipFront
13:07:09,13:07:11,Pottery
13:13:38,13:13:39,Coins
13:19:20,13:19:38,GreeceEgypt
13:20:07,13:20:10,UpperFloorEntrance
13:20:10,13:21:10,ReligionAndCult
12:50:53,12:51:53,JewishCoffins
12:45:28,12:46:28,CarpenterTools
13:13:32,13:14:32,Coins

presentations 
13:20:10,13:21:10,ReligionAndCult,1,User
12:50:53,12:51:53,JewishCoffins,169,User
12:45:28,12:46:28,CarpenterTools,455,User
13:13:32,13:14:32,Coins,267,User

events 
