12:41:19,12:51:10,EntranceReubenHecht
12:51:52,12:52:43,EntranceReubenHecht
12:52:43,12:54:11,SymbolsJewishMenorah
12:54:11,12:56:37,PersianCult
13:00:56,13:01:12,MaterialCultures
13:03:18,13:03:18,ChalcolitePeriod
13:05:25,13:06:45,JewishCoffins
13:06:45,13:08:29,ClayAmphorae
13:08:29,13:09:22,Anthropoids
13:19:14,13:19:14,CanaaniteStelae
13:20:12,13:20:57,CanaaniteStelae
13:30:19,13:30:46,ShipFront
13:30:50,13:31:06,ShipBigScreen
13:31:15,13:31:20,ShipEntrance

presentations 
12:52:13,12:52:43,EntranceReubenHecht,129,User
12:53:03,12:53:09,SymbolsJewishMenorah,130,User
12:53:25,12:54:11,SymbolsJewishMenorah,130,System
13:05:25,13:06:45,JewishCoffins,169,System
13:08:29,13:09:22,Anthropoids,181,System

events 
