13:28:12,13:29:46,SymbolsJewishMenorah
13:30:03,13:31:37,PersianCult
13:31:37,13:32:02,JerusalemPhoto
13:32:09,13:32:21,MaterialCultures
13:32:29,13:32:30,ChalcolitePeriod
13:33:00,13:34:18,ChalcolitePeriod
13:34:30,13:34:38,LeadCoffinMosaic
13:34:45,13:34:51,JewishCoffins
13:34:57,13:35:35,LeadCoffinMosaic
13:36:25,13:38:19,IvoryWomanPhoenician
13:38:35,13:39:42,CanaaniteStelae
13:40:09,13:40:11,EntranceGallileeRebellion
13:41:43,13:42:04,ShipFront
13:42:33,13:42:38,ShipBack
13:43:01,13:44:31,ShipBack
13:44:35,13:44:46,ShipFront
13:44:49,13:44:50,Pottery
13:44:54,13:46:24,ShipFront
13:46:28,13:46:28,ShipEntrance
13:46:33,13:46:41,ShipFront
13:46:45,13:47:21,ShipEntrance
13:47:46,13:50:13,StoneVesselsBowl
13:51:43,13:51:56,Phoenicians
13:52:27,13:52:28,CraftsAndArts
13:52:44,13:53:37,ImportedPottery
13:53:46,13:54:47,BuildingMethodsAndFacilities
13:54:47,13:55:56,ReligionAndCult
13:55:56,13:59:03,JewishCoffins
13:59:03,14:00:00,Anthropoids
14:00:11,14:00:12,JewishCoffins
14:00:16,14:01:40,MenorahJewishEpigraphy
14:01:40,14:01:46,RomanDivinitiesStatuettes
14:01:46,14:02:50,MenorahJewishEpigraphy
14:02:55,14:04:04,RomanDivinitiesStatuettes
14:04:08,14:04:08,ChalcolitePeriod
14:05:11,14:05:15,ShipFront
14:05:37,14:05:41,GlassOvenVessels
14:05:46,14:05:46,MosaicfromSynagogue
14:06:08,14:06:10,PersianCult
14:06:18,14:06:19,SymbolsJewishMenorah

presentations 
13:28:55,13:29:46,SymbolsJewishMenorah,132,System,4,-5
13:30:20,13:31:37,PersianCult,311,System,4,-5
13:33:06,13:34:09,ChalcolitePeriod,237,System,4,-5
13:35:06,13:35:35,LeadCoffinMosaic,195,User,3,-5
13:37:14,13:38:19,IvoryWomanPhoenician,155,System,4,-5
13:38:50,13:39:42,CanaaniteStelae,146,System,2,-5
13:43:20,13:44:10,ShipBack,73,System,4,-5
13:45:07,13:46:06,ShipFront,52,System,4,-5
13:47:48,13:48:57,StoneVesselsBowl,179,System,3,-5
13:49:05,13:50:13,StoneVesselsBowl,251,System,4,-5
13:52:44,13:53:37,ImportedPottery,39,System,4,-5
13:53:52,13:54:47,BuildingMethodsAndFacilities,14,System,4,-5
13:55:00,13:55:56,ReligionAndCult,1,System,4,-5
13:56:05,13:57:25,JewishCoffins,169,System,5,-5
13:57:30,13:58:34,JewishCoffins,170,System,4,-5
13:58:38,13:59:03,JewishCoffins,171,User,3,-5
13:59:12,13:59:57,Anthropoids,181,User,4,-5
14:00:23,14:01:40,MenorahJewishEpigraphy,230,System,5,-5
14:01:46,14:02:50,MenorahJewishEpigraphy,232,System,5,-5
14:03:03,14:04:04,RomanDivinitiesStatuettes,211,System,4,-5

events 
