12:55:30,12:55:43,SymbolsJewishMenorah
13:05:10,13:05:15,SymbolsJewishMenorah
13:05:25,13:05:47,EntranceReubenHecht
14:08:11,14:08:19,MaterialCultures
14:09:49,14:10:23,ChalcolitePeriod
14:10:57,14:11:25,ChalcolitePeriod

presentations 

events 
