13:48:20,13:49:24,ChalcolitePeriod
13:49:24,13:49:54,EntranceReubenHecht
13:50:35,13:50:37,SymbolsJewishMenorah
14:03:03,14:03:20,ShipFront
14:07:31,14:07:32,ShipFront
14:11:18,14:11:18,Pottery

presentations 
13:48:20,13:49:24,ChalcolitePeriod,238,System

events 
