distance,duration
1.6552945357246849,1000
11.810588469674151,39000
5.032891812864648,3000
0.0,7000
0.0,3000
14.241137595009747,40000
14.313629868066311,60000
0.0,5000
0.0,0
0.0,9000
0.0,6000
0.0,7000
0.0,1000
0.0,91000
0.0,67000
0.0,20000
0.0,164000
0.0,31000
0.0,22000
0.0,11000
0.0,90000
0.0,110000
2.302172886644268,172000
2.302172886644268,64000
2.302172886644268,86000
5.058903043150758,8000
4.921635906891122,38000
17.18284027743958,14000
0.0,6000
12.658988901172163,61000
12.658988901172163,0
14.287407042567242,0
2.14009345590327,25000
0.0,9000
2.14009345590327,3000
4.3737855457258075,9000
7.762087348130012,6000
9.20271699010678,260000
0.0,29000
0.0,142000
0.0,66000
0.0,52000
0.0,19000
7.131795005466716,48000
5.058903043150758,1000
5.058903043150758,8000
0.0,11000
8.382869437131895,0
4.188078318274385,38000
5.571355310873648,4000
4.527692569068709,25000
5.629387178015028,2000
3.733630940518894,0
1.3928388277184118,16000
4.684015371452148,1000
1.0,5000
8.602325267042627,3000
7.433034373659253,0
7.433034373659253,23000
1.8027756377319946,46000
4.031128874149275,7000
7.615773105863909,16000
3.605551275463989,1000
1.334166406412633,11000
1.2369316876852983,0
2.23606797749979,1000
1.5,22000
0.0,24000
2.4041630560342617,2000
2.4041630560342617,0
1.5,5000
3.132091952673165,3000
1.5,3000
0.0,3000
1.5,0
5.70087712549569,1000
7.826237921249264,2000
2.23606797749979,0
2.23606797749979,17000
5.4230987451825,6000
2.4000000000000004,7000
6.129437168288782,0
2.1213203435596424,9000
0.0,6000
0.0,51000
0.0,35000
0.0,1000
0.0,97000
0.0,4000
2.1213203435596424,7000
26.386549603917523,2000
0.0,14000
12.258874336577563,7000
0.0,126000
2.302172886644268,92000
5.058903043150758,59000
5.058903043150758,113000
5.058903043150758,25000
0.0,7000
4.921635906891122,44000
8.045495634204272,8000
5.058903043150758,2000
4.921635906891122,2000
0.0,24000
1.5,11000
4.301162633521313,5000
1.334166406412633,0
1.2369316876852983,6000
1.5,1000
3.5355339059327378,9000
7.615773105863909,20000
4.031128874149275,13000
9.192388155425117,66000
0.0,75000
1.5811388300841898,72000
1.5811388300841898,32000
1.5811388300841898,4000
1.5811388300841898,2000
1.5811388300841898,3000
9.013878188659973,0
0.0,24000
5.89406481131655,35000
14.00142849854971,13000
0.0,0
7.006425622241344,83000
7.006425622241344,28000
0.0,13000
5.032891812864648,5000
0.0,1000
0.0,4000
2.745906043549196,7000
7.006425622241344,6000
0.0,3000
17.18284027743958,8000
0.0,12000
0.0,37000
0.0,35000
0.0,80000
2.302172886644268,60000
7.615773105863908,15000
3.7802116342871597,2000
0.0,12000
3.7802116342871597,3000
12.887590930814028,42000
0.0,26000
0.0,0
11.40175425099138,19000
11.40175425099138,60000
0.0,34000
0.0,8000
0.0,115000
2.302172886644268,39000
2.302172886644268,31000
7.131795005466716,108000
7.131795005466716,37000
6.103277807866851,65000
6.5,4000
6.5,138000
5.571355310873648,0
9.962429422585638,54000
9.17877987534291,10000
2.3537204591879637,3000
2.3537204591879637,5000
2.3537204591879637,62000
7.8160092118676525,4000
13.536986370680884,121000
2.1213203435596424,0
2.1213203435596424,171000
2.1213203435596424,60000
2.1213203435596424,0
0.0,59000
2.1213203435596424,9000
10.547511554864494,0
8.937561188601732,5000
2.302172886644268,111000
0.0,21000
0.0,15000
0.0,81000
0.0,97000
0.0,6000
0.0,14000
0.0,1000
0.0,25000
0.0,8000
0.0,50000
0.0,60000
2.302172886644268,32000
2.302172886644268,60000
2.302172886644268,4000
5.058903043150758,31000
5.058903043150758,5000
5.058903043150758,15000
5.058903043150758,3000
8.937561188601732,6000
0.0,83000
7.5,4000
2.7518175811634027,50000
7.042904230500369,54000
3.132091952673165,0
10.547511554864494,73000
7.826237921249264,9000
1.1661903789690602,5000
7.82368199762746,5000
8.772684879784524,18000
10.733592129385205,48000
11.01135777277262,4000
2.23606797749979,0
6.103277807866851,24000
9.219544457292887,3000
9.219544457292887,4000
0.0,6000
5.852349955359813,2000
1.5811388300841898,6000
1.5811388300841898,16000
10.688779163215974,3000
7.2,2000
3.7802116342871597,0
0.0,0
8.045495634204272,5000
2.8017851452243794,1000
2.8017851452243794,2000
2.302172886644268,3000
0.0,324000
0.0,142000
2.302172886644268,266000
5.058903043150758,65000
0.0,28000
4.921635906891122,55000
9.962429422585638,64000
2.1213203435596424,36000
2.1213203435596424,0
3.2062439083762797,66000
1.3928388277184118,67000
1.3928388277184118,2000
1.3928388277184118,2000
7.7,23000
3.1622776601683795,81000
3.905124837953327,5000
3.905124837953327,2000
0.0,4000
2.14009345590327,53000
2.14009345590327,1000
2.3430749027719964,1000
3.7802116342871597,2000
10.606601717798213,0
1.5811388300841898,8000
2.1213203435596424,1000
2.1213203435596424,2000
2.1213203435596424,2000
2.1213203435596424,2000
0.0,8000
0.0,1000
19.424983912477252,7000
2.302172886644268,20000
0.0,10000
0.0,145000
0.0,34000
2.302172886644268,133000
5.322593352868505,42000
5.629387178015028,40000
10.568348972285122,86000
2.7518175811634027,53000
3.6962819156552436,51000
3.6962819156552436,0
4.921635906891122,31000
7.648529270389178,0
4.188078318274385,0
2.1540659228538015,6000
0.0,57000
0.0,44000
4.3737855457258075,68000
2.3,27000
2.596150997149434,58000
0.0,3000
5.830951894845301,65000
5.830951894845301,15000
3.905124837953327,30000
3.5,4000
2.3537204591879637,11000
2.3537204591879637,24000
4.846648326421054,79000
16.391766225761028,60000
12.010412149464313,12000
12.010412149464313,60000
17.93523069268974,60000
17.93523069268974,60000
2.1213203435596424,62000
14.699659860010366,60000
3.417601498127013,60000
3.417601498127013,60000
16.786303941010956,77000
2.1213203435596424,8000
6.129437168288782,0
6.129437168288782,87000
0.0,8000
2.1213203435596424,316000
0.0,303000
2.1213203435596424,1000
2.1213203435596424,7000
2.1213203435596424,10000
2.1213203435596424,9000
2.1213203435596424,1000
2.1213203435596424,20000
2.1213203435596424,10000
8.32165848854662,9000
3.2015621187164243,5000
0.0,78000
2.302172886644268,69000
21.52045538551636,56000
20.838665984174707,4000
4.6141087980237305,4000
15.054567413247051,77000
2.1213203435596424,6000
0.0,1000
2.1213203435596424,1000
1.5811388300841898,0
10.688779163215974,3000
4.420407221060069,3000
4.846648326421054,2000
4.188078318274385,2000
2.596150997149434,0
5.322593352868505,2000
2.302172886644268,2000
0.0,5000
22.380571931923456,262000
0.0,109000
0.0,96000
0.0,247000
2.1213203435596424,2000
0.0,5000
8.32165848854662,6000
4.301162633521313,8000
0.0,14000
6.020797289396148,4000
2.0615528128088303,1000
11.180339887498949,1000
1.0,5000
8.780091115700339,10000
4.6141087980237305,65000
0.0,4000
3.905124837953327,19000
2.14009345590327,16000
2.14009345590327,0
3.1622776601683795,0
8.32165848854662,8000
0.0,0
8.139410298049853,0
1.5811388300841898,6000
0.0,0
2.1213203435596424,4000
2.1213203435596424,0
20.329535164385828,59000
2.302172886644268,1000
0.0,49000
2.302172886644268,3000
5.058903043150758,44000
2.7518175811634027,34000
2.308679276123039,4000
2.308679276123039,12000
0.0,7000
2.7518175811634027,8000
2.7518175811634027,15000
2.7518175811634027,61000
4.921635906891122,0
0.0,11000
3.7802116342871597,6000
7.2,54000
4.420407221060069,147000
4.420407221060069,2000
0.0,10000
1.0,59000
1.0,35000
0.0,12000
0.0,17000
3.2062439083762797,53000
3.298484500494129,99000
1.0,2000
3.2062439083762797,94000
0.0,4000
1.3928388277184118,13000
1.3928388277184118,17000
0.0,0
1.3928388277184118,104000
0.0,20000
11.2,57000
3.5,141000
4.188078318274385,76000
2.3,96000
3.905124837953327,5000
0.0,1000
2.596150997149434,47000
0.0,36000
2.1540659228538015,1000
0.0,1000
2.14009345590327,2000
7.500666637039671,64000
3.132091952673165,12000
4.301162633521313,8000
1.5811388300841898,1000
1.5811388300841898,1000
1.5811388300841898,83000
3.640054944640259,50000
3.2649655434629015,37000
2.4351591323771844,13000
1.2369316876852983,3000
2.23606797749979,45000
1.5,88000
1.1661903789690602,9000
1.1661903789690602,28000
0.0,11000
2.570992026436488,8000
2.6476404589747453,2000
1.5811388300841898,6000
2.8284271247461903,2000
5.70087712549569,72000
0.0,77000
9.86154146165801,59000
8.200609733428363,19000
2.0,6000
9.86154146165801,55000
8.200609733428363,5000
8.200609733428363,5000
9.86154146165801,5000
2.0,35000
8.200609733428363,15000
3.1622776601683795,2000
1.5811388300841898,9000
2.1213203435596424,108000
0.0,260000
0.0,73000
0.0,63000
2.1213203435596424,6000
2.23606797749979,32000
2.23606797749979,13000
2.23606797749979,7000
0.0,60000
5.058903043150758,32000
5.058903043150758,45000
4.32001157405857,0
5.571355310873648,66000
8.045495634204272,3000
5.058903043150758,22000
2.7518175811634027,9000
2.7518175811634027,38000
2.7518175811634027,1000
6.963476143421473,58000
7.012310603502956,11000
4.921635906891122,23000
3.7802116342871597,65000
3.7802116342871597,8000
3.7802116342871597,87000
0.0,4000
0.0,0
2.3430749027719964,80000
2.3430749027719964,0
6.224146527838174,55000
10.51189802081432,5000
12.658988901172163,56000
3.1622776601683795,1000
3.1622776601683795,0
3.1622776601683795,16000
3.1622776601683795,20000
5.4671747731346585,51000
1.562049935181331,72000
3.905124837953327,4000
2.14009345590327,21000
2.14009345590327,6000
3.1622776601683795,73000
8.302409288875127,68000
3.733630940518894,111000
3.671511950137164,3000
1.3928388277184118,1000
1.3928388277184118,1000
1.3928388277184118,5000
1.3928388277184118,14000
1.3928388277184118,10000
1.3928388277184118,8000
1.3928388277184118,5000
1.3928388277184118,0
1.3928388277184118,8000
3.2062439083762797,88000
0.0,6000
2.1213203435596424,6000
2.23606797749979,21000
2.23606797749979,31000
2.23606797749979,0
8.139410298049853,5000
1.5811388300841898,101000
10.259142264341596,64000
7.516648189186454,36000
17.701129907438112,64000
0.0,142000
5.032891812864648,12000
5.032891812864648,2000
0.0,80000
0.0,5000
0.0,0
2.745906043549196,138000
3.7336309405188937,34000
2.5179356624028344,45000
3.417601498127012,32000
5.571355310873647,75000
9.899494936611665,60000
15.16047492659778,0
3.417601498127012,4000
3.773592452822642,1000
3.773592452822642,1000
2.5179356624028344,17000
2.5179356624028344,1000
0.0,1000
3.773592452822642,9000
0.0,10000
0.0,23000
3.640054944640259,7000
0.0,39000
2.302172886644268,30000
7.615773105863908,64000
7.615773105863908,0
8.045495634204272,6000
6.020797289396148,17000
4.301162633521313,10000
0.0,24000
0.0,12000
8.32165848854662,45000
0.0,7000
0.0,29000
1.5811388300841898,27000
1.5811388300841898,43000
0.0,12000
0.0,73000
2.302172886644268,47000
2.302172886644268,0
2.302172886644268,26000
2.302172886644268,6000
2.302172886644268,70000
2.302172886644268,6000
2.302172886644268,86000
0.0,30000
8.045495634204272,43000
8.045495634204272,0
2.308679276123039,7000
5.0,1000
5.322593352868505,9000
2.308679276123039,6000
2.7518175811634027,14000
4.98221838140401,58000
3.2015621187164243,2000
0.0,19000
1.5,6000
2.8284271247461903,57000
1.5811388300841898,28000
1.5811388300841898,84000
1.5,40000
2.0615528128088303,51000
7.615773105863909,1000
4.031128874149275,104000
4.031128874149275,57000
5.830951894845301,96000
6.103277807866851,45000
1.5811388300841898,29000
1.5811388300841898,141000
2.1213203435596424,27000
2.1213203435596424,30000
0.0,0
0.0,0
0.0,3000
1.5811388300841898,5000
1.5811388300841898,21000
1.5811388300841898,20000
10.688779163215974,1000
2.1213203435596424,0
2.1213203435596424,29000
2.1213203435596424,3000
2.1213203435596424,12000
0.0,33000
0.0,109000
1.0,33000
1.0,61000
3.2062439083762797,175000
3.298484500494129,6000
3.298484500494129,2000
0.0,113000
0.0,4000
3.298484500494129,1000
3.298484500494129,5000
1.3928388277184118,62000
1.3928388277184118,2000
1.3928388277184118,10000
1.3928388277184118,1000
0.0,0
1.3928388277184118,0
3.671511950137164,51000
0.0,3000
0.0,58000
4.846648326421054,76000
3.5,54000
3.5,22000
0.0,8000
3.5,1000
0.0,1000
2.4041630560342613,1000
5.322593352868505,11000
3.905124837953327,61000
2.4041630560342613,2000
2.4041630560342613,6000
3.905124837953327,178000
2.14009345590327,1000
3.417601498127013,15000
3.417601498127013,12000
3.417601498127013,4000
4.527692569068709,6000
1.6552945357246849,18000
11.810588469674151,2000
14.00142849854971,21000
14.00142849854971,24000
17.18284027743958,0
11.236102527122116,75000
3.640054944640259,8000
3.773592452822642,3000
0.0,54000
5.0,222000
14.860686390607938,60000
15.16047492659778,6000
0.0,0
1.969771560359221,158000
3.5128336140500593,2000
4.210700654285459,4000
0.0,26000
9.486832980505138,52000
10.358571330062848,2000
10.358571330062848,71000
10.358571330062848,9000
4.75078940808788,70000
2.1540659228538015,58000
2.596150997149434,1000
2.596150997149434,63000
2.1540659228538015,74000
1.118033988749895,9000
3.2449961479175906,52000
2.596150997149434,127000
2.596150997149434,75000
2.596150997149434,5000
2.596150997149434,472000
3.905124837953327,184000
0.0,186000
3.5,4000
7.7,3000
1.3928388277184118,1000
0.0,0
3.298484500494129,20000
1.0,2000
7.2,15000
0.0,74000
2.302172886644268,90000
5.058903043150758,62000
4.921635906891122,44000
4.921635906891122,0
0.0,4000
7.012310603502956,67000
3.7802116342871597,3000
3.7802116342871597,64000
3.7802116342871597,31000
3.7802116342871597,1000
7.2,62000
1.0,122000
1.0,20000
1.0,60000
1.0,5000
1.0,80000
0.0,44000
4.684015371452148,51000
4.684015371452148,16000
4.684015371452148,67000
4.684015371452148,1000
3.298484500494129,0
1.3928388277184118,91000
7.7,5000
0.0,139000
3.1622776601683795,0
3.1622776601683795,4000
3.1622776601683795,0
3.905124837953327,21000
3.905124837953327,8000
2.14009345590327,2000
2.14009345590327,25000
2.3430749027719964,5000
3.7802116342871597,66000
9.20271699010678,39000
9.794896630388704,82000
1.5,10000
2.0615528128088303,65000
2.8284271247461903,27000
2.8284271247461903,37000
1.5811388300841898,49000
1.5811388300841898,28000
1.5,65000
1.8027756377319946,31000
3.0413812651491097,139000
1.711724276862369,85000
1.334166406412633,132000
1.334166406412633,71000
1.2369316876852983,131000
2.0615528128088303,76000
2.4041630560342617,124000
2.4041630560342617,44000
1.1661903789690602,149000
2.0,25000
2.0,211000
7.615773105863909,0
4.031128874149275,137000
4.031128874149275,1000
5.024937810560445,2000
1.5811388300841898,24000
0.0,64000
2.1213203435596424,1000
2.1213203435596424,13000
2.1213203435596424,2000
2.1213203435596424,106000
6.129437168288782,62000
3.9000000000000004,24000
1.5,49000
4.026164427839479,64000
4.632493928760188,17000
1.5,2000
5.4230987451825,65000
5.4230987451825,0
5.4230987451825,24000
2.1213203435596424,16000
2.1213203435596424,1000
2.1213203435596424,3000
2.1213203435596424,35000
1.5811388300841898,2000
1.5811388300841898,17000
1.5811388300841898,30000
22.70198229230214,73000
5.032891812864648,36000
1.7117242768623688,6000
1.7117242768623688,60000
1.7117242768623688,4000
5.323532661682466,66000
2.745906043549196,10000
5.032891812864648,0
5.032891812864648,18000
2.3537204591879646,0
2.3537204591879646,0
2.745906043549196,8000
5.323532661682466,2000
3.605551275463989,12000
2.745906043549196,3000
3.417601498127012,45000
3.417601498127012,40000
3.7336309405188937,66000
4.992995093127971,73000
7.340980860893182,17000
2.5179356624028344,0
4.992995093127971,23000
0.0,0
0.0,95000
6.670832032063167,46000
6.670832032063167,103000
0.0,15000
6.670832032063167,54000
6.670832032063167,52000
8.287943049997388,60000
3.417601498127012,60000
17.22614292289484,0
8.045495634204272,8000
2.302172886644268,1000
2.302172886644268,2000
2.302172886644268,0
2.302172886644268,3000
5.058903043150758,1000
19.317932083947287,40000
1.5,108000
1.5,25000
1.5,9000
1.5,22000
1.5,32000
1.5,35000
3.9000000000000004,4000
3.9000000000000004,3000
3.9000000000000004,17000
3.9000000000000004,39000
0.0,65000
3.9000000000000004,329000
2.4000000000000004,0
1.5,1000
1.5,89000
5.4230987451825,16000
1.5811388300841898,13000
5.024937810560445,140000
7.433034373659253,15000
7.433034373659253,25000
4.031128874149275,0
0.0,197000
0.0,88000
2.308679276123039,75000
2.7518175811634027,59000
5.058903043150758,3000
5.058903043150758,56000
4.921635906891122,7000
4.921635906891122,12000
4.921635906891122,0
1.5,64000
6.346061770893819,2000
5.556302727533841,64000
9.585405573057407,60000
8.045495634204272,15000
1.5,36000
2.8284271247461903,1000
1.5811388300841898,9000
1.5811388300841898,4000
1.5811388300841898,25000
1.5811388300841898,7000
2.7313000567495327,3000
1.5,12000
1.5,4000
1.7204650534085253,2000
5.852349955359813,4000
1.5811388300841898,19000
5.4230987451825,59000
1.5,0
3.9000000000000004,29000
2.4000000000000004,10000
5.4230987451825,1000
2.23606797749979,22000
2.23606797749979,1000
2.23606797749979,1000
9.5524865872714,6000
2.1213203435596424,1000
1.0,11000
3.298484500494129,0
1.3928388277184118,5000
7.558438992278763,5000
2.220360331117452,7000
2.220360331117452,0
2.3537204591879637,7000
3.1622776601683795,8000
4.527692569068709,26000
4.527692569068709,32000
12.658988901172163,26000
6.670832032063167,4000
3.640054944640259,7000
3.773592452822642,4000
7.4793047805260615,1000
1.7117242768623688,1000
4.47213595499958,2000
20.71834935510066,3000
9.604686356149273,0
1.5,1000
17.18284027743958,16000
0.0,4000
2.302172886644268,13000
8.045495634204272,7000
8.045495634204272,16000
8.045495634204272,12000
0.0,26000
2.302172886644268,171000
2.302172886644268,12000
2.302172886644268,47000
0.0,0
8.045495634204272,67000
0.0,4000
17.18284027743958,6000
0.0,0
5.223983154643591,114000
5.223983154643591,3000
26.386549603917523,2000
9.192388155425117,59000
1.711724276862369,60000
23.281967270830016,60000
21.153959440256095,1000
0.0,64000
7.783315488916019,30000
2.302172886644268,2000
19.424983912477252,17000
0.0,1000
5.4230987451825,0
0.0,14000
2.302172886644268,12000
2.302172886644268,24000
2.302172886644268,16000
5.058903043150758,99000
4.921635906891122,65000
0.0,39000
0.0,10000
9.962429422585638,0
0.0,19000
1.0,6000
1.0,54000
3.2062439083762797,6000
3.2062439083762797,48000
3.2062439083762797,65000
1.3928388277184118,118000
7.7,23000
2.3537204591879637,0
5.89406481131655,7000
4.94064773081425,114000
4.589117562233506,0
1.5,11000
1.5,0
9.604686356149273,0
1.5811388300841898,29000
0.0,39000
2.23606797749979,43000
2.23606797749979,3000
1.5811388300841898,9000
25.004999500099974,57000
5.032891812864648,151000
0.0,60000
8.045495634204272,0
8.045495634204272,110000
11.869709347747316,49000
9.20271699010678,2000
10.012492197250394,2000
1.1661903789690602,14000
7.82368199762746,1000
0.0,38000
0.0,1000
0.0,45000
2.302172886644268,64000
2.302172886644268,76000
0.0,60000
5.058903043150758,60000
4.921635906891122,3000
4.921635906891122,44000
7.012310603502956,154000
2.3430749027719964,81000
2.3430749027719964,111000
2.3430749027719964,108000
0.0,41000
4.527692569068709,13000
3.417601498127013,1000
11.253888216967503,143000
7.7,22000
9.17877987534291,0
2.1213203435596424,0
2.1213203435596424,8000
4.924428900898052,16000
4.031128874149275,21000
7.433034373659253,26000
3.059411708155671,4000
2.6476404589747453,4000
3.2802438933713454,2000
0.0,1000
1.1661903789690602,11000
0.0,9000
7.826237921249264,14000
2.23606797749979,52000
1.5811388300841898,5000
25.004999500099974,53000
5.032891812864648,3000
3.8910152916687437,6000
0.0,38000
12.316655390161731,12000
12.316655390161731,25000
12.316655390161731,7000
0.0,10000
4.539823785126467,76000
3.7802116342871597,9000
3.7802116342871597,11000
8.045495634204272,84000
0.0,11000
2.302172886644268,10000
2.302172886644268,39000
7.131795005466716,12000
5.058903043150758,92000
5.322593352868505,7000
5.794178112554015,93000
4.921635906891122,9000
3.7802116342871597,15000
6.224146527838174,6000
3.5,3000
5.842088667591412,2000
5.322593352868505,54000
1.6552945357246849,2000
2.220360331117452,0
3.7802116342871597,10000
8.045495634204272,6000
2.302172886644268,6000
2.302172886644268,1000
5.322593352868505,16000
2.596150997149434,37000
2.596150997149434,2000
5.322593352868505,0
0.0,0
2.308679276123039,4000
13.46291201783626,88000
7.433034373659253,22000
1.5,9000
6.041522986797286,18000
0.0,0
6.419501538281614,15000
6.419501538281614,2000
6.705221845696085,5000
7.523961722390672,5000
0.0,4000
1.5811388300841898,2000
2.23606797749979,6000
9.5524865872714,20000
9.013878188659973,7000
10.606601717798213,3000
4.921635906891122,0
5.058903043150758,0
2.302172886644268,128000
0.0,33000
0.0,0
2.1213203435596424,1000
5.4230987451825,21000
1.5,19000
3.9000000000000004,0
23.455702931270253,0
3.1622776601683795,176000
0.0,11000
8.586617494683225,2000
4.162931659299729,0
0.0,0
11.40175425099138,13000
5.4230987451825,2000
25.144780770569465,1000
7.9177016867270265,18000
5.223983154643591,3000
20.090047287151915,60000
7.500666637039671,60000
21.108529081866408,60000
25.589450951515158,60000
0.0,146000
7.7,5000
7.7,41000
9.20271699010678,14000
3.905124837953327,22000
0.0,7000
2.3,57000
2.3,17000
4.3737855457258075,65000
2.1540659228538015,9000
2.596150997149434,11000
2.14009345590327,8000
2.14009345590327,35000
2.14009345590327,2000
3.773592452822642,79000
13.729530217745982,90000
0.0,39000
5.571355310873647,375000
0.0,3000
13.729530217745982,0
3.059411708155671,96000
1.4866068747318506,14000
1.4866068747318506,140000
1.5,0
2.3259406699226015,37000
2.23606797749979,12000
3.2015621187164243,75000
5.830951894845301,72000
3.1622776601683795,16000
9.5524865872714,143000
11.40175425099138,65000
4.527692569068709,60000
13.892443989449804,15000
10.606601717798213,8000
0.0,145000
2.308679276123039,40000
2.7518175811634027,2000
4.921635906891122,5000
5.5,27000
2.570992026436488,15000
2.570992026436488,5000
2.0,27000
0.0,17000
5.830951894845301,4000
3.1622776601683795,5000
2.692582403567252,2000
1.8027756377319946,1000
8.32165848854662,24000
10.547511554864494,5000
4.99799959983992,60000
3.2062439083762797,21000
1.0,0
3.298484500494129,10000
8.302409288875127,8000
3.1622776601683795,5000
2.14009345590327,21000
2.14009345590327,14000
3.1622776601683795,2000
4.570557952810575,0
3.7802116342871597,4000
0.0,33000
0.0,51000
2.302172886644268,47000
2.302172886644268,3000
2.302172886644268,44000
2.302172886644268,45000
2.302172886644268,94000
4.75078940808788,58000
3.417601498127013,3000
4.527692569068709,46000
2.3430749027719964,17000
4.570557952810575,0
5.0774009099144415,17000
2.14009345590327,0
3.1622776601683795,0
9.17877987534291,4000
2.1213203435596424,4000
9.013878188659973,0
1.5811388300841898,33000
0.0,9000
1.5811388300841898,1000
5.852349955359813,1000
1.7204650534085253,1000
4.589117562233506,0
1.5,2000
17.18284027743958,4000
0.0,10000
0.0,45000
2.302172886644268,53000
2.302172886644268,41000
0.0,65000
0.0,76000
0.0,26000
8.045495634204272,4000
3.7802116342871597,67000
7.690253571892152,15000
7.690253571892152,65000
8.805679985100525,0
0.0,1000
5.70087712549569,14000
4.589117562233506,2000
1.1661903789690602,6000
0.0,5000
0.0,23000
1.1661903789690602,1000
7.82368199762746,0
16.81190054693401,195000
4.830113870293329,60000
8.805679985100525,60000
2.4041630560342617,60000
7.889233169326408,60000
3.104834939252005,60000
4.589117562233506,60000
13.682105101189656,60000
2.302172886644268,60000
0.0,4000
2.302172886644268,192000
0.0,6000
8.045495634204272,3000
8.139410298049853,0
5.89406481131655,18000
7.783315488916019,3000
0.0,397000
0.0,518000
0.0,0
0.0,15000
0.0,101000
0.0,0
0.0,3000
0.0,1000
0.0,0
0.0,28000
0.0,0
0.0,2000
0.0,28000
0.0,8000
2.302172886644268,145000
0.0,111000
2.308679276123039,3000
2.7518175811634027,1000
4.921635906891122,21000
3.059411708155671,8000
1.5,20000
2.7313000567495327,4000
1.5811388300841898,2000
1.334166406412633,3000
2.1633307652783933,5000
0.0,8000
0.0,10000
1.4866068747318506,1000
1.5,3000
1.7204650534085253,4000
5.830951894845301,71000
4.031128874149275,1000
2.692582403567252,133000
2.692582403567252,16000
4.301162633521313,13000
0.0,3000
4.301162633521313,8000
0.0,0
2.23606797749979,38000
2.1213203435596424,15000
1.0,1000
1.0,45000
4.509988913511872,11000
0.0,40000
7.7,2000
3.1622776601683795,19000
2.14009345590327,7000
16.843396332094073,19000
0.0,12000
2.3537204591879646,1000
5.032891812864648,0
0.0,1000
17.18284027743958,0
